Sample,TE,All_reads,HQ_reads
SRR14138506,Quasimodo2,3.95,0.01
SRR14138506,R1,105.59,15.85
SRR14138506,R1-2,2.04,1.12
SRR14138506,R1A1-element,45.36,3.84
SRR14138506,R2-element,30.61,28.40
SRR14138506,rnd-1_family-13_jockey,2.58,0.37
SRR14138506,rnd-1_family-1_copia,9.80,3.21
SRR14138506,rnd-1_family-85_gypsy,17.38,4.40
SRR14138506,rnd-5_family-560_Pao,19.09,9.09
SRR14138506,roo,23.72,19.41
SRR14138506,rooA,16.04,11.16
SRR14138506,rover,0.57,0.09
SRR14138506,Rt1a,2.03,1.01
SRR14138506,Rt1b,37.36,31.13
SRR14138506,S-element,0.92,0.13
SRR14138506,S2,0.36,0.18
SRR14138506,springer,1.15,0.31
SRR14138506,Stalker,3.15,0.12
SRR14138506,Stalker2,9.18,6.89
SRR14138506,Stalker4,4.20,0.06
SRR14138506,Tabor,10.75,8.63
SRR14138506,TAHRE,2.01,0.71
SRR14138506,TART-A,1.59,0.64
SRR14138506,TART-B,0.69,0.14
SRR14138506,TART-C,0.38,0.10
SRR14138506,Tc1-2,9.48,7.76
SRR14138506,Tc1_DM,17.40,12.37
SRR14138506,Tc3,0.00,0.00
SRR14138506,Tirant,7.62,6.27
SRR14138506,Tom,8.08,4.51
SRR14138506,transib1,12.91,10.97
SRR14138506,Transib2,26.86,22.75
SRR14138506,transib3,1.45,1.07
SRR14138506,transib4,1.61,1.02
SRR14138506,Transib5,2.57,1.94
SRR14138506,Transpac,13.09,11.53
SRR14138506,X-element,19.67,4.19
SRR14138506,ZAM,4.35,3.51
