Sample,TE,All_reads,HQ_reads
SRR9913024,1360,41.10,25.82
SRR9913024,6,0.46,0.14
SRR9913024,1731,13.44,11.85
SRR9913024,297,22.35,15.87
SRR9913024,412,12.82,5.90
SRR9913024,accord,14.33,8.71
SRR9913024,accord2,8.00,5.85
SRR9913024,Baggins1,74.57,65.36
SRR9913024,Bari1,2.06,1.64
SRR9913024,Bari2,0.52,0.28
SRR9913024,BEL,23.25,20.58
SRR9913024,Bica,7.67,7.16
SRR9913024,blood,10.01,8.47
SRR9913024,BS,7.09,5.77
SRR9913024,BS2,18.49,0.71
SRR9913024,BS3,10.37,8.13
SRR9913024,BS4,3.22,2.12
SRR9913024,Burdock,11.49,10.11
SRR9913024,Chimpo,8.41,7.72
SRR9913024,Chouto,8.86,6.58
SRR9913024,Circe,8.89,7.72
SRR9913024,copia,9.25,8.60
SRR9913024,copia2,3.07,0.06
SRR9913024,diver,9.94,8.33
SRR9913024,diver2,54.12,40.68
SRR9913024,Dm88,3.61,0.05
SRR9913024,DMRT1A,146.37,130.47
SRR9913024,DMRT1C,32.11,23.53
SRR9913024,DNAREP1,268.66,77.22
SRR9913024,DNAREP1-like,5.63,0.00
SRR9913024,Doc,18.53,17.32
SRR9913024,Doc2,15.65,14.82
SRR9913024,Doc3,25.54,21.66
SRR9913024,Doc4,2.51,1.77
SRR9913024,Doc5,7.64,6.40
SRR9913024,dsec_Antennapedia,0.93,0.92
SRR9913024,dsec_Osi6,0.92,0.91
SRR9913024,dsec_wingless,1.07,1.06
SRR9913024,F-element,52.07,16.77
SRR9913024,family-0_Copia-like,5.55,0.68
SRR9913024,family-0_MULE-NOF,8.26,1.87
SRR9913024,family-100_HMS-beagle,0.01,0.00
SRR9913024,family-105_gypsy,0.45,0.23
SRR9913024,family-110_gypsy_SAP,24.90,21.55
SRR9913024,family-1124_gypsy-frag,2.52,2.19
SRR9913024,family-113_micropia-like,0.70,0.36
SRR9913024,family-117_gypsy,9.65,4.24
SRR9913024,family-1205_Tc3,0.02,0.00
SRR9913024,family-134_gypsy,5.85,2.12
SRR9913024,family-139_FW2-like,42.87,8.04
SRR9913024,family-1439_Tc3,0.50,0.03
SRR9913024,family-149_HMS-beagle,0.04,0.02
SRR9913024,family-15_G-like,6.84,0.11
SRR9913024,family-2202_Pao,3.62,1.46
SRR9913024,family-2226_Tc1-like,1.29,0.39
SRR9913024,family-2266_Blastopia-like,0.04,0.00
SRR9913024,family-252_hAT_BEDzf,0.27,0.17
SRR9913024,family-325_gypsy,5.21,3.89
SRR9913024,family-358_hAT,3.44,2.67
SRR9913024,family-3655_gypsy,0.49,0.15
SRR9913024,family-3830_accord-like,1.41,1.02
SRR9913024,family-4408_gypsy,4.42,0.06
SRR9913024,family-447_HETA-like,5.40,0.93
SRR9913024,family-4955_hAT,0.70,0.46
SRR9913024,family-49_Tc3,0.09,0.00
SRR9913024,family-5171_Pao,0.08,0.03
SRR9913024,family-53_gypsy_truncated,7.76,1.52
SRR9913024,family-58_micropia-like,14.63,13.95
SRR9913024,family-6086_diver,3.89,1.79
SRR9913024,family-63_micropia-like,9.76,8.10
SRR9913024,family-70_diver-like,5.59,0.73
SRR9913024,family-70_Diver2-like,3.64,1.63
SRR9913024,family-7121_ninja-like,9.38,5.03
SRR9913024,family-732_gypsy,7.21,5.46
SRR9913024,family-92_copia-like,0.00,0.00
SRR9913024,family-966_Pao,4.27,1.28
SRR9913024,family-999_gypsy,0.47,0.06
SRR9913024,FB,22.34,6.72
SRR9913024,flea,33.97,32.55
SRR9913024,frogger,0.97,0.73
SRR9913024,Fw2,5.63,4.56
SRR9913024,Fw3,1.97,1.31
SRR9913024,G-element,2.78,0.02
SRR9913024,G2,7.63,3.06
SRR9913024,G3,0.33,0.16
SRR9913024,G4,4.12,3.56
SRR9913024,G5,59.84,45.74
SRR9913024,G5A,17.73,11.78
SRR9913024,G6,98.49,94.16
SRR9913024,GATE,33.04,27.68
SRR9913024,Gedeo_Dmel,25.51,19.37
SRR9913024,gtwin,2.64,0.58
SRR9913024,gypsy,6.62,3.88
SRR9913024,gypsy10,0.56,0.11
SRR9913024,gypsy11,2.13,0.71
SRR9913024,gypsy12,11.78,5.70
SRR9913024,gypsy12A,4.09,1.63
SRR9913024,gypsy2,0.62,0.16
SRR9913024,gypsy2S,1.01,0.42
SRR9913024,gypsy3,3.40,1.51
SRR9913024,gypsy4,7.00,6.15
SRR9913024,gypsy5,0.99,0.16
SRR9913024,gypsy6,8.49,2.25
SRR9913024,gypsy7,1.67,1.25
SRR9913024,gypsy8,15.22,6.68
SRR9913024,gypsy9,1.82,1.05
SRR9913024,HB,19.05,9.92
SRR9913024,Helena,27.23,25.00
SRR9913024,HeT-A,2.93,0.07
SRR9913024,HMS-Beagle,12.46,9.37
SRR9913024,hobo,13.65,11.19
SRR9913024,hopper,4.36,0.05
SRR9913024,hopper2,0.55,0.15
SRR9913024,I-element,25.57,21.19
SRR9913024,Idefix,7.96,3.74
SRR9913024,invader1,9.38,6.57
SRR9913024,invader2,22.76,20.18
SRR9913024,invader3,20.36,18.25
SRR9913024,invader4,1.92,0.59
SRR9913024,invader5,1.06,0.34
SRR9913024,Ivk,9.00,7.48
SRR9913024,jockey,22.52,21.75
SRR9913024,jockey2,4.81,2.94
SRR9913024,Juan,20.75,20.50
SRR9913024,looper1,1.34,0.96
SRR9913024,M4DM,11.95,3.05
SRR9913024,mariner2,5.83,4.25
SRR9913024,Max-element,38.61,33.40
SRR9913024,McClintock,5.73,0.22
SRR9913024,mdg1,6.41,4.61
SRR9913024,mdg3,6.09,4.56
SRR9913024,micropia,28.15,23.30
SRR9913024,Minos_DM,0.10,0.02
SRR9913024,ninja-aurora,15.27,13.02
SRR9913024,NOF,0.87,0.49
SRR9913024,Nomad,16.07,13.09
SRR9913024,P-element,0.00,0.00
SRR9913024,Phanio_Dmel,9.40,6.19
SRR9913024,Phidippo_Dmel,7.34,5.92
SRR9913024,Pifo_A,0.05,0.04
SRR9913024,pogo,0.06,0.04
SRR9913024,Quasimodo,0.34,0.06
SRR9913024,Quasimodo2,4.65,0.02
SRR9913024,R1,112.23,16.14
SRR9913024,R1-2,2.30,1.28
SRR9913024,R1A1-element,47.49,3.84
SRR9913024,R2-element,45.15,41.57
SRR9913024,rnd-1_family-13_jockey,2.69,0.43
SRR9913024,rnd-1_family-1_copia,10.79,3.89
SRR9913024,rnd-1_family-85_gypsy,18.64,3.62
SRR9913024,rnd-5_family-560_Pao,18.57,8.49
SRR9913024,roo,28.95,22.84
SRR9913024,rooA,21.39,14.91
SRR9913024,rover,0.64,0.07
SRR9913024,Rt1a,2.24,1.10
SRR9913024,Rt1b,36.68,29.77
SRR9913024,S-element,0.60,0.11
SRR9913024,S2,0.34,0.17
SRR9913024,springer,1.62,0.41
SRR9913024,Stalker,3.93,0.11
SRR9913024,Stalker2,7.54,4.62
SRR9913024,Stalker4,5.27,0.08
SRR9913024,Tabor,16.77,13.75
SRR9913024,TAHRE,3.62,1.41
SRR9913024,TART-A,2.06,0.71
SRR9913024,TART-B,1.40,0.33
SRR9913024,TART-C,0.72,0.14
SRR9913024,Tc1-2,8.63,7.19
SRR9913024,Tc1_DM,19.51,13.76
SRR9913024,Tc3,0.00,0.00
SRR9913024,Tirant,10.45,8.65
SRR9913024,Tom,8.65,4.81
SRR9913024,transib1,12.41,10.74
SRR9913024,Transib2,26.72,22.37
SRR9913024,transib3,1.31,0.99
SRR9913024,transib4,1.57,1.00
SRR9913024,Transib5,2.21,1.62
